iter	Logloss
429	0.2064210394
430	0.2063444911
431	0.2062581274
432	0.206152864
433	0.2059594089
434	0.2058154775
435	0.2057032607
436	0.2055967784
437	0.2054823
438	0.2053788921
439	0.205228942
440	0.2050453447
441	0.2048472145
442	0.2047203461
443	0.2046259661
444	0.2045309476
445	0.2043229551
446	0.2042579567
447	0.2041552277
448	0.2039158113
449	0.2038146541
450	0.203703359
451	0.2035843377
452	0.2034654934
453	0.2033066688
454	0.2031969707
455	0.2030891789
456	0.2029499353
457	0.2028664158
458	0.2026732166
459	0.2025195091
460	0.2024322523
461	0.2021724917
462	0.2019661177
463	0.2018682633
464	0.2017351452
465	0.2015752395
466	0.2014416178
467	0.2013296932
468	0.201291824
469	0.2011937281
470	0.2011227156
471	0.2009700064
472	0.2009004458
473	0.2004918632
474	0.2002555883
475	0.2001312131
476	0.1999502911
477	0.1997976583
478	0.199687793
479	0.1995694462
480	0.199397781
481	0.1992378986
482	0.1991614587
483	0.1990113403
484	0.1988105637
485	0.1987290948
486	0.1985655983
487	0.1984418234
488	0.1983140623
489	0.198221734
490	0.1980807568
491	0.1979769564
492	0.1978846646
493	0.1976768832
494	0.1974759211
495	0.1973136289
496	0.1970897301
497	0.1969966457
498	0.196918446
499	0.196701176
500	0.1965228118
501	0.1963560589
502	0.1961163464
503	0.1959725473
504	0.1958905286
505	0.1957822634
506	0.1956961123
507	0.1956312468
508	0.1953785513
509	0.1951821979
510	0.1950432088
511	0.1949727406
512	0.1949404739
513	0.1948451374
514	0.194715532
515	0.1946067525
516	0.1944250078
517	0.1943228299
518	0.1941433067
519	0.1940387008
520	0.1938732187
521	0.1937646096
522	0.1936973922
523	0.1935771615
524	0.1933662233
525	0.1932427554
526	0.1931034492
527	0.1930179009
528	0.192887621
529	0.192712033
530	0.192482113
531	0.1923025415
532	0.1921986112
533	0.1920480074
534	0.1918823893
535	0.1917968951
536	0.1916329172
537	0.1915165281
538	0.1914164797
539	0.1913307863
540	0.1911963356
541	0.1910299033
542	0.1907246289
543	0.1906364312
544	0.1904684681
545	0.1903567141
546	0.1901753124
547	0.1901113258
548	0.1899490756
549	0.1898503376
550	0.1896369339
551	0.1895410439
552	0.1894373121
553	0.1892608569
554	0.1891799255
555	0.1890537267
556	0.188888271
557	0.1887353813
558	0.188577034
559	0.188380194
560	0.1882791915
561	0.1881602098
562	0.188035482
563	0.1878879778
564	0.1877665344
565	0.1875399237
566	0.1874035622
567	0.1872863593
568	0.1871593437
569	0.1870157596
570	0.1867576999
571	0.186687098
572	0.1866083068
573	0.1865318456
574	0.1864417723
575	0.1863093494
576	0.1862148492
577	0.1861449141
578	0.1859564296
579	0.1858102327
580	0.1857462015
581	0.1856036369
582	0.1855041549
583	0.1853936274
584	0.1853001915
585	0.1851922893
586	0.1851389464
587	0.1850312123
588	0.1848941657
589	0.1847509317
590	0.1846680212
591	0.184555908
592	0.1844433317
593	0.18439281
594	0.1842776373
595	0.1841628244
596	0.1840665925
597	0.1839996488
598	0.1839163815
599	0.1837074834
600	0.1836256505
601	0.1835400593
602	0.1834652939
603	0.1833920271
604	0.1833068059
605	0.1832589961
606	0.1830996935
607	0.1829618055
608	0.1828329456
609	0.1827512304
610	0.1826831878
611	0.1825259676
612	0.182450275
613	0.1823498183
614	0.182163013
615	0.1820243243
616	0.1819017972
617	0.1817957264
618	0.1817012941
619	0.1816335633
620	0.181540302
621	0.1814353878
622	0.1812921436
623	0.1811377048
624	0.1810037065
625	0.1808698114
626	0.1808162292
627	0.1806663317
628	0.1806207093
629	0.1804443617
630	0.1803221614
631	0.1802121771
632	0.180149868
633	0.1800445554
634	0.1799391223
635	0.1798375667
636	0.1797336966
637	0.1796092031
638	0.1794916659
639	0.1793742219
640	0.1792354339
641	0.1791355851
642	0.1790149778
643	0.178888427
644	0.1788061226
645	0.1787049932
646	0.1786602481
647	0.1785910855
648	0.1785056869
649	0.178359601
650	0.1782469115
651	0.1781816785
652	0.1780328628
653	0.1779279221
654	0.1777639979
655	0.1776247905
656	0.177526224
657	0.1774672793
658	0.1773621672
659	0.1773226546
660	0.1771958259
661	0.1771303788
662	0.1770696316
663	0.1770214779
664	0.1768793929
665	0.1767556742
666	0.1766291128
667	0.1764782625
668	0.1763921558
669	0.1762869927
670	0.1761790225
671	0.1760250635
672	0.1759083223
673	0.1757961931
674	0.1756002491
675	0.1755122328
676	0.175415653
677	0.175303068
678	0.1752128315
679	0.1751175949
680	0.175002729
681	0.1748886683
682	0.1747340576
683	0.1746211133
684	0.1745631062
685	0.1744967241
686	0.1743398578
687	0.1741683791
688	0.1740096329
689	0.173914984
690	0.1737467019
691	0.1736815451
692	0.1735509358
693	0.1734483494
694	0.1733829008
695	0.1732751569
696	0.1732081117
697	0.1731248561
698	0.1729913405
699	0.1728589939
700	0.1727983975
701	0.172729614
702	0.1726591752
703	0.172569782
704	0.1725017194
705	0.1724513046
706	0.1722524007
707	0.1721646024
708	0.1720666598
709	0.1719991948
710	0.171912654
711	0.1718352359
712	0.1717406537
713	0.1716696233
714	0.1715686242
715	0.1714736244
716	0.1713514108
717	0.1713132364
718	0.1712042278
719	0.1710982392
720	0.1710381134
721	0.1709706092
722	0.1708546201
723	0.1707833974
724	0.1707184967
725	0.170633531
726	0.1705478263
727	0.1704530415
728	0.170362781
729	0.1702360163
730	0.1701703456
731	0.1700770089
732	0.170015144
733	0.1699778609
734	0.1698818343
735	0.1697332626
736	0.1696245541
737	0.1695375844
738	0.1694277773
739	0.1693611884
740	0.169281517
741	0.1691308405
742	0.1690522357
743	0.169000624
744	0.1688918138
745	0.1687997883
746	0.1687074988
747	0.1686193815
748	0.1685364222
749	0.1684585012
750	0.1683702197
751	0.1683039349
752	0.1682142657
753	0.1681620548
754	0.1680324329
755	0.1679148581
756	0.1678216479
757	0.1677693926
758	0.1676948695
759	0.1676026823
760	0.1674876596
761	0.1674358916
762	0.1673467318
763	0.1672579802
764	0.167199252
765	0.1670876569
766	0.166966336
767	0.1668547793
768	0.1667316348
769	0.1666330074
770	0.1665734285
771	0.1664901433
772	0.1663342349
773	0.1662458139
774	0.1660895918
775	0.1659762679
776	0.1658756152
777	0.1658112425
778	0.1657472629
779	0.1656958782
780	0.1656004407
781	0.1654393858
782	0.1653123707
783	0.1652272359
784	0.1650405461
785	0.1649558775
786	0.1648687268
787	0.164781679
788	0.1646722916
789	0.1645594081
790	0.1644544562
791	0.1643658917
792	0.1642706141
793	0.1642165649
794	0.1640845217
795	0.1640041634
796	0.1638321038
797	0.1637740475
798	0.163642693
799	0.1635994194
800	0.1634908533
801	0.1634066763
802	0.1633323797
803	0.1632539998
804	0.1632004433
805	0.1631065268
806	0.1630365368
807	0.1629644023
808	0.1629144865
809	0.1628713515
810	0.1628072227
811	0.1627515045
812	0.1627296799
813	0.1626382057
814	0.1625404313
815	0.1625077224
816	0.1624304165
817	0.162312869
818	0.1622502896
819	0.1621727948
820	0.1620913605
821	0.1620041411
822	0.1619222459
823	0.16182455
824	0.1617621316
825	0.1616482104
826	0.1615405066
827	0.1614425731
828	0.1613925511
829	0.1613156259
830	0.1612525103
831	0.1612267691
832	0.1611862216
833	0.1611237014
834	0.1610836939
835	0.1610163905
836	0.1609629848
837	0.1609253639
838	0.1608788298
839	0.1608123905
840	0.160735621
841	0.1606368185
842	0.1605523726
843	0.1604630744
844	0.160363484
845	0.1602565929
846	0.1601805599
847	0.1600948206
848	0.1599852824
849	0.1599460653
850	0.1598403014
851	0.159775133
852	0.1596943051
853	0.159586902
854	0.1595279119
855	0.1594524525
856	0.1593578614
857	0.159291412
858	0.1592398263
859	0.1591239136
860	0.1590786647
861	0.1589614388
862	0.1588547452
863	0.1587776971
864	0.1586681315
865	0.1585864196
866	0.1585165004
867	0.1584383192
868	0.1584100195
869	0.1583649946
870	0.1583346292
871	0.1582514888
872	0.1581529976
873	0.1580884913
874	0.1579704909
875	0.1579028424
876	0.1577509067
877	0.1576830994
878	0.1576377292
879	0.157589556
880	0.1575717989
881	0.1575145166
882	0.1574620234
883	0.1573743248
884	0.1573050056
885	0.1572313541
886	0.1571747841
887	0.1571317743
888	0.1570714999
889	0.1570314712
890	0.1569143446
891	0.1567755518
892	0.1567026727
893	0.1566814855
894	0.1566010492
895	0.1565725178
896	0.1564815799
897	0.15642658
898	0.1563678832
899	0.1563102166
900	0.156240706
901	0.1561937998
902	0.1561058656
903	0.1560039201
904	0.1559181255
905	0.1558510655
906	0.1557556196
907	0.1556735197
908	0.1556033405
909	0.1555193423
910	0.1554842669
911	0.1553776874
912	0.1552846724
913	0.1551518864
914	0.1550742773
915	0.1549933451
916	0.1549191788
917	0.1548874838
918	0.154779304
919	0.1546563093
920	0.1546005741
921	0.1545209035
922	0.1544782934
923	0.1544321005
924	0.1543331849
925	0.1542556383
926	0.1541462992
927	0.1541196215
928	0.1540318832
929	0.1539760898
930	0.1538424804
931	0.1537495302
932	0.1537143011
933	0.1536068442
934	0.1535468408
935	0.1535262486
936	0.1534458163
937	0.1533654451
938	0.1532671656
939	0.1532076265
940	0.1531848565
941	0.1530989638
942	0.1529432394
943	0.1528795202
944	0.1528166159
945	0.1527649707
946	0.1527227598
947	0.1526234391
948	0.1525652543
949	0.1525161365
950	0.1524516546
951	0.1523845494
952	0.1523396158
953	0.1522654093
954	0.1521726388
955	0.1521205109
956	0.1520682281
957	0.1519704665
958	0.1519309009
959	0.151834273
960	0.1517568811
961	0.1516001486
962	0.151530557
963	0.1514868839
964	0.15141938
965	0.1513398138
966	0.1512846885
967	0.1512109941
968	0.1511355984
969	0.151053317
970	0.1510024059
971	0.150917177
972	0.1508282627
973	0.1507426593
974	0.1506876817
975	0.1506431168
976	0.1506294385
977	0.1505508805
978	0.1504750349
979	0.1503802219
980	0.150296274
981	0.1502125244
982	0.1501954661
983	0.1501250983
984	0.1500447179
985	0.1499846248
986	0.1499075162
987	0.1498342991
988	0.1497934695
989	0.1496948173
990	0.1496486077
991	0.149573194
992	0.1494949424
993	0.1494182581
994	0.1493489433
995	0.1493014591
996	0.1492385661
997	0.1491549944
998	0.1490119181
999	0.1489959811
